frame,frame_timestamp,ray_timestamp,ray_index,ray_id,x,y,z,intensity,distance,hit
9,0.900515,0.900515,1,1,14.395000,-0.628498,-0.377305,0.007057,14.413653,1
9,0.900515,0.900515,2,2,67.653801,-2.953830,-0.590968,0.001502,67.720833,1
9,0.900515,0.900515,3,3,0.000000,0.000000,0.000000,0.000000,0.000000,0
9,0.900515,0.900515,4,4,0.000000,0.000000,0.000000,0.000000,0.000000,0
9,0.900515,0.900515,5,5,0.000000,0.000000,0.000000,0.000000,0.000000,0
9,0.900515,0.900515,6,6,8.056530,-0.210967,-0.351876,0.012609,8.066970,1
9,0.900515,0.900515,7,7,14.405300,-0.377217,-0.377346,0.007056,14.415177,1
9,0.900515,0.900515,8,8,67.729897,-1.773570,-0.591273,0.001501,67.755692,1
9,0.900515,0.900515,9,9,0.000000,0.000000,0.000000,0.000000,0.000000,0
9,0.900515,0.900515,10,10,0.000000,0.000000,0.000000,0.000000,0.000000,0
9,0.900515,0.900515,11,11,0.000000,0.000000,0.000000,0.000000,0.000000,0
9,0.900515,0.900515,12,12,8.059230,-0.070332,-0.351887,0.012609,8.067215,1
9,0.900515,0.900515,13,13,14.410500,-0.125758,-0.377367,0.007056,14.415988,1
9,0.900515,0.900515,14,14,67.767899,-0.591402,-0.591424,0.001501,67.773056,1
9,0.900515,0.900515,15,15,0.000000,0.000000,0.000000,0.000000,0.000000,0
9,0.900515,0.900515,16,16,0.000000,0.000000,0.000000,0.000000,0.000000,0
9,0.900515,0.900515,17,17,0.000000,0.000000,0.000000,0.000000,0.000000,0
9,0.900515,0.900515,18,18,8.059220,0.070332,-0.351887,0.012609,8.067205,1
9,0.900515,0.900515,19,19,14.410500,0.125758,-0.377366,0.007056,14.415988,1
9,0.900515,0.900515,20,20,67.767700,0.591400,-0.591423,0.001501,67.772858,1
9,0.900515,0.900515,21,21,0.000000,0.000000,0.000000,0.000000,0.000000,0
9,0.900515,0.900515,22,22,0.000000,0.000000,0.000000,0.000000,0.000000,0
9,0.900515,0.900515,23,23,0.000000,0.000000,0.000000,0.000000,0.000000,0
9,0.900515,0.900515,24,24,8.056520,0.210967,-0.351876,0.012609,8.066960,1
